language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25
kamw1239,-,-,-,f,3,r,a,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,y,i,-
nyim1251,-,k,-,h,o,g,-,-,-,-,-,-,-,-,d,-,-,i,m,-,a,m,b,u,-
muya1243,e,m,-,b,i,d,e,k,-,-,m,b,-,i,d,-,-,e,k,-,-,-,-,-,-
dugw1239,-,m,-,b,3,l,a,k,g,u,g,w,-,e,z,-,-,a,k,-,a,-,y,-,-
mere1246,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,3,N,-,-,-,-,-,-
gemz1238,-,m,a,t,3,l,e,-,-,-,l,-,-,e,d,-,-,-,-,-,-,-,-,-,-
mbuk1243,-,-,-,-,-,-,a,-,-,-,-,-,-,-,s,-,-,a,n,-,-,-,-,-,-
nort3047,-,-,-,h,-,-,a,k,-,u,k,u,l,e,L,-,-,e,-,-,-,-,-,-,-
cuvo1236,-,m,-,-,-,-,a,-,-,-,-,-,-,-,z,-,-,a,r,d,a,-,y,-,-
gava1241,-,-,-,z,-,-,o,-,-,-,-,-,-,-,z,-,r,o,d,-,-,-,-,-,-
mbed1242,-,-,-,s,-,-,i,-,-,-,-,-,-,-,y,-,-,o,N,-,-,-,-,-,-
kanu1281,-,-,-,s,-,-,u,-,-,-,-,-,-,-,l,-,-,a,-,-,-,-,-,-,-
lagw1237,-,-,-,t,-,-,3,-,-,-,-,-,l,-,d,i,h,e,n,-,-,-,g,u,n
mser1242,-,-,-,t,-,-,a,-,-,-,-,-,-,-,d,i,-,a,n,-,-,-,g,u,n
mpad1242,-,-,-,t,-,-,a,-,-,-,-,-,-,-,d,i,-,-,-,-,-,-,-,-,-
malg1250,-,-,-,t,-,-,a,-,-,-,-,-,-,-,d,i,h,o,n,-,-,-,d,o,-
